,FECHA,FOLIO,PROVEEDOR,DESCRIPCION,TIPO_GASTO,IMPORTE,IVA,TOTAL MX
1261,2022-06-01,4151860,FONDO NACIONAL DE INFRAESTRUCTURA,Folio: 227872 Fecha: 17/06/2022 Hora: 165412 Carril: 2122 Clase: T01A,PEAJES,31.9,5.1,37
1262,2022-06-01,XXXX,FONDO NACIONAL DE INFRAESTRUCTURA,SERVICIO DE PEAJE Y CRUCE CARRETERO PALMILLAS 2022-06-16 19:19:54,PEAJES,158.62,25.38,184
1263,2022-06-01,XXXX,ANGELICA VIVIANA SANTANA ARCE,CONSUMO DE ALIMENTOS,ALIMENTOS,206.89,33.1,239.98999999999998
1264,2022-06-01,17128594,SERVICIOS COMERCIALES AMAZON MEXICO,"Fruit of the Loom - Ropa Interior de Bikini de algodón para niña, Paquete de 10 Unidades, Varios Colores., 10",NO DEDUCIBLE,0.0,0.0,0
1265,2022-06-01,00320997,ADT Private Security Services de México S.A. de C.V.,Anticipo Cuenta COM,MONITOREO CAMARAS ADT,-30.04,-4.81,-34.85
1266,2022-06-01,172976,ELECTROTERMICA NACIONAL,Malla de ac. inox. 3/16. (107715-1 IW),COMPRAS,3171.0,507.36,3678.36
1267,2022-06-01,11152,HERRAJES Y CERRADURAS DE QUERETARO,CERRADURA CUADRA ENTRADA PRINCIPAL NEGRA CERRAJES,MTTO OFICINA ,1706.89,273.1,1979.9900000000002
1268,2022-06-01,63,INGENIERIA EN SISTEMAS AUTOMATIZADOS E INSTRUMENTACION,Compactado tipo K de 1mm  O.T. 22576,COMPRAS,180.0,28.8,208.8
1269,2022-06-01,03,CARLOS LASTRA FALLAS,CURSO CONSTRUYENDO CATEDRALES,CAPACITACION,6000.0,960.0,6960
1270,2022-06-01,60174,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"PLACA AC D2 1 1/2""",COMPRAS,3600.0,576.0,4176
1271,2022-06-01,21045,SANJUANA VARGAS ALMANZA,"AX41A-Control de temperatura digital 1/16 Din  48x48mm  entrada  J, K, pt100 , salida SSR + Rele + Rele  alim 100-240vca ",COMPRAS,768.24,122.92,891.16
1272,2022-06-01,84794,Aesa Articulos Electricos S.A de C.V,RESISTENCIA FORRADA DE SILICON (10 OHMS),COMPRAS,360.0,57.6,417.6
1273,2022-06-01,6999,AMERICAN BROTHER,SELLADORA TIPO CIZALLA OPERACION MANUAL  EN ACERO TIPO(PCS200I),COMPRAS,1354.08,216.65,1570.73
1274,2022-06-01,6674,ASESORIA Y CONSULTORIA PENDRILD,SERVICIOS LEGALES SOBRE DERECHO LABORAL,HONORARIOS JURIDICOS,2494.32,399.09,2893.4100000000003
1275,2022-06-01,7263,ASOCIACION DE TRABAJADORES A LA VANGUARDIA,ADMINISTRACION DE PROGRAMA DE COMPETITIVIDAD CON NUMERO DE FOLIO  CALOR/PEPCE/ATVANGUARDIA/123/2021,COMISION MIXTA,24943.18,0.0,24943.18
1276,2022-06-01,3742,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,Pago,COMPRAS,0.0,0.0,0
1277,2022-06-01,XXXX,LAURA FABIOLA DIAZ GARCIA,1 lona,PUBLICIDAD,412.45,65.99,473.28
1278,2022-06-01,342300,"INFRA, S.A. DE C.V.",CARGA DE SPARK LASER O2 ASISTENCIA CL,COMPRAS,522.47,83.6,606.07
1279,2022-06-01,60216,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"PTR AC A36 1 1/2"" CAL14",COMPRAS,4875.0,780.0,5655
1280,2022-06-01,60218,MR MULTISERVICIOS INDUSTRIALES SA DE CV,LAMINA AC A36 CAL24,COMPRAS,1230.0,196.8,1426.8
1281,2022-06-01,13325,RISTORANTE COSI FAN TUTTE SA DE CV,CONSUMO DE ALIMENTOS Y BEBIDAS,ALIMENTOS,771.55,123.45,895
1282,2022-06-01,36511,TERMOELEMENTOS INDUSTRIALES,"CABLE PARA TERMOPAR TIPO ""T"" CAL. 20 FIBRA DE VIDRIO CON MALLA INOX",COMPRAS,1230.0,196.8,1426.8
1283,2022-06-01,17159627,SERVICIOS COMERCIALES AMAZON MEXICO,"Plantronics Blackwire C5220 - Auriculares con Cable de Doble Oreja (estéreo) con micrófono Boom - USB-A, 3,5 mm para conectar a tu PC, Mac, Tableta y/o teléfono Celular",MTTO EQUIPO COMPUTO,1401.3,224.21,1625.51
1284,2022-06-01,141753,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,BLOCK CERAMICO W-2W5H-6/15 AMP.,COMPRAS,14649.13,2343.87,16993
1285,2022-06-01,6594,CENTRO DE PARTES DOMESTICAS E INDUSTRIALES SA DE CV,080g3263 Control Danfoss Digital 220v Erc 211 080g3293 Nuevo,COMPRAS,1636.21,261.79,1898
1286,2022-06-01,46149,MERCAPISOS SA DE CV,PISO 45X45 1a. VELVET MARFIL,MTTO LOCAL,416.18,66.59,482.77
1287,2022-06-01,19183,NORTE SUR REPUESTOS SA DE CV,RECTO COMP. 3/16 A 1/8.,COMPRAS,217.38,34.78,252.16
1288,2022-06-01,127990,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,ENTREGA A DOMICILIO,PAQUETERIA,1260.83,201.73,1462.56
1289,2022-06-01,110597,TORNI-FAST S.A. DE C.V.,TORNILLO ESTUFA CABEZA GOTA RANURADA T304 INOXIDABLE NC 1/4x1/2,COMPRAS ,87.37,13.98,101.35000000000001
1290,2022-06-01,569,VERIFICENTRO ANGELOPOLIS,VERIFICACION DE EMISION DE CONTAMINANTES AUTOMOTRIZ (USO PARTICULAR Y PESADO HOLOGRAMA TIPO 2),MTTO TRANSPORTE,232.76,37.24,270
1291,2022-06-01,177589,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0
1292,2022-06-01,177590,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0
1293,2022-06-01,689600,"BEBIDAS PURIFICADAS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,ALIMENTOS,240.0,0.0,240
1294,2022-06-01,6057,CACELEC SA DE CV,"TY95 0/120ºC, CAP 3MT",COMPRAS,4653.75,744.6,5398.35
1295,2022-06-01,15576,"COMER CHRIS, SA DE CV",HIG.JR MARLI 180MTS C/12(90531),MTTO LOCAL,257.59000000000003,41.21,298.8
1296,2022-06-01,26515,CALEFACCION ELECTRICA,CERAMICA RANURADA CHICA IMPORTADA,COMPRAS,1232.0,197.12,1429.12
1297,2022-06-01,49778,LUIS EDUARDO GARZA LOPEZ,HP LJ PRO M 1134  TONER PARA IMPRESORA CE285A 435 Y 436A,PAPELERIA,1706.9,273.1,1980
1298,2022-06-01,18125,GRUPO INDUSTRIAL CHIPAXA SA DE CV,"PAR DE GUANTES PARA CABINA DE 10 Ø., (15 MEDIDO EN PLANO). MANO CUBIERTA EN LATEX ESTRIADA CON BASE TEXTIL Y MANGA DE FIELTRO.",COMPRAS,664.0,106.24,770.24
1299,2022-06-01,566256,HOME DEPOT MEXICO S. DE R.L. DE C.V.,SOPLADORA 20V BLACK AND DECKER,COMPRAS,1668.1,266.9,1935
1300,2022-06-01,4953,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,0.0,0.0,0
1301,2022-06-01,0097,PAG CRISTALES AUTOMOTRICES SA DE CV,SERVICIO DE INSTALACION,COMPRAS ,180.2,28.83,209.02999999999997
1302,2022-06-01,30048975,PRODUCTOS JAKO S.A DE C.V.,VALENCIA MANIJA ENTR/RECAMARA NEGRO,MTTO OFICINA ,1257.01,201.12,1458.13
1303,2022-06-01,31806,"PRODUCTOS POLIMEX, S.A. DE C.V.",CEMENTO CERAMICO,COMPRAS,10500.0,1680.0,12180
1304,2022-06-01,1258907,"Travers Tool, S. de R.L. de C.V.","BURIL 1/4"" X 2-1/2"" A.A.V., CLEVELAND",COMPRAS,797.1300000000001,127.54,924.6700000000001
1305,2022-06-01,141935,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,CABLE TERMOPAR MALLA INOX TIPO K-FB-FB-SSB-20S ROLLO 100-M,COMPRAS,32425.93,5188.15,37614.08
1306,2022-06-01,1729429,EFECTIVALE S. de R.L. de C.V.,DISPERSION,GASOLINA,5300.0,48.0,5348
1307,2022-06-01,3253,"Marmoles Puente, S.A. de C.V.",Anticipo del bien o servicio,MTTO OFICINA ,11094.89,1775.18,12870.07
1308,2022-06-01,2684,"Marmoles Puente, S.A. de C.V.",Aplicación de anticipo,MTTO OFICINA ,-3203.24,-512.52,-3715.7599999999998
1309,2022-06-01,13554,"Marmoles Puente, S.A. de C.V.",CANTERA MEX BLANCA SELECC 40X60 CANTERA MEX BLANCA SELECC 40X60,MTTO OFICINA ,3203.24,512.52,3715.7599999999998
1310,2022-06-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0
1311,2022-06-01,7081,AMERICAN BROTHER,SELLADORA TIPO CIZALLA OPERACION MANUAL  EN ACERO TIPO(PCS300I),COMPRAS,2426.58,388.25,2814.83
1312,2022-06-01,746040,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-SAE Mensual 14 Usr(s),MTTO COMPUTO,2663.0,426.08,3089.08
1313,2022-06-01,10035779,PODER EJECUTIVO DEL ESTADO DE QUERETARO,IMPUESTO SOBRE NOMINA SECTOR PRIVADO,DERECHOS,4394.0,0.0,4394
1314,2022-06-01,3787,BENJAMÍN MAYA MONDRAGÓN,RESORTES DE 3/16  X 30 MM,COMPRAS,2250.0,360.0,2610
1315,2022-06-01,647,IGNACIO ROJAS GOMEZ,TEMPERATURE CONTROLLER,COMPRAS,2518.4,402.94,2921.34
1316,2022-06-01,648,IGNACIO ROJAS GOMEZ,CABLE FV C / SILICON CAL 16 200°,COMPRAS,3352.0,536.32,3888.32
1317,2022-06-01,19864802,SERVICIOS GASOLINEROS DE MEXICO, PREMIUM (LT),GASOLINA,935.89,145.48,1081.37
1318,2022-06-01,11660,WILCON INGENIERIA Y DIBUJO,Pago,COMPRAS,0.0,0.0,0
1319,2022-06-01,49540993,Autotransportes de Carga Tresguerras S.A de C.V.,Flete (IZT03341543),PAQUETERIA,125.1,20.02,141.64000000000001
1320,2022-06-01,4409792,"COSTCO DE MEXICO, S.A. DE C.V.",PASAS DE CALIFORNIA 2/1.02 KG SUN MAID,NO DEDUCIBLE,0.0,0.0,0
1321,2022-06-01,4409793,"COSTCO DE MEXICO, S.A. DE C.V.",QUESO CHEDDAR BLANCO 907 G KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0
1322,2022-06-01,3736,EXI BAJIO,Pago,RENTA COPIADORA,0.0,0.0,0
1323,2022-06-01,202205-E2341533107-20062022-311177,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Cuotas IMSS ,IMSS/INFONAVIT,23194.6,0.0,23194.6
1324,2022-06-01,85043,Aesa Articulos Electricos S.A de C.V,RESISTENCIA T/DISCO 120V (100mm x 43mm 500W),COMPRAS,240.0,38.4,278.4
1325,2022-06-01,6829,ASESORIA Y CONSULTORIA PENDRILD,SERVICIOS LEGALES SOBRE DERECHO LABORAL,HONORARIOS JURIDICOS,2378.71,380.59,2759.3
1326,2022-06-01,7576,ASOCIACION DE TRABAJADORES A LA VANGUARDIA,ADMINISTRACION DE PROGRAMA DE COMPETITIVIDAD CON NUMERO DE FOLIO  CALOR/PEPCE/ATVANGUARDIA/123/2021,COMISION MIXTA,23787.08,0.0,23787.08
1327,2022-06-01,1652,CAR ONE MONTERREY S.A. DE C.V.,ANTICIPO UNIDAD/ KEVIN REGALADO,RENTA AUTO,4310.34,689.66,5000
1328,2022-06-01,220629-000312166585,"AT&T COMERCIALIZACIÓN MÓVIL, S. DE R.L. DE C.V.",Internet adicional 1.5 GB 154.31_INARREAR,TELEFONO,2577.46,412.46,2989.92
1329,2022-06-01,74222,NOVATEL MEXICANA SA DE CV,"BANDA 0.010"" TWO PLY 15 MM  X 750 MM",COMPRAS,1568.0,250.88,1818.88
1330,2022-06-01,74223,NOVATEL MEXICANA SA DE CV,"NOVAFLON 0.010"" STD C/A SILICONADO O",COMPRAS,18172.5,2907.6,21080.1
1331,2022-06-01,74224,NOVATEL MEXICANA SA DE CV,"CINTA 0.005"" C/A STD DE 3"" X 33 MT",COMPRAS,6600.55,1056.09,7656.64
1332,2022-06-01,57535,"PLACA Y ACERO DE QUERETARO, S.A DE C.V.",PLACA ACERO AL CARBON,COMPRAS,700.0,112.0,812
1333,2022-06-01,7322,ABL INDUSTRIAL,FABRICACIÓN DE SINFÍN PARA CHUCK,COMPRAS ,4950.0,792.0,5742
1334,2022-06-01,15826,"COMER CHRIS, SA DE CV",TOALLA INT.(TI-2100) 20 PAQ.C/100 TI03890,MTTO LOCAL,414.92,66.38,481.3
1335,2022-06-01,142249,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,CLAVIJA MINI ZZ-M02-K MALE,COMPRAS,5790.18,926.43,6716.610000000001
1336,2022-06-01,4413322,"COSTCO DE MEXICO, S.A. DE C.V.",NUECES SURTIDAS 1.13 KG KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0
1337,2022-06-01,17840237,GRUPO NACIONAL PROVINCIAL S A B,PRIMA NETA SEGURO DE AUTOS,SEGUROS,13027.45,2084.39,15111.84
1338,2022-06-01,4967,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,0.0,0.0,0
1339,2022-06-01,60,FRANCISCO DE GUADALUPE NOGUERAS RUBIO,Servicio dirección empresarial,GERENCIA ADMON,28000.0,4480.0,26693.32
1340,2022-06-01,128434,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,1505.27,240.84,1746.11
1341,2022-06-01,650,IGNACIO ROJAS GOMEZ,CABLE FV CON SILICON CALIBRE 16 200°,COMPRAS,2750.0,440.0,3190
1342,2022-06-01,6261,CARLOS ENRIQUE ZERMEÑO GUTIERREZ,VARILLA DE SOLDADURA DE PLATA AL 35% EN 1/16 X 18,COMPRAS,7014.0,1122.24,8136.24
1343,2022-06-01,805326,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX, GRUPO FINANCIERO",COMISIONES E INTERESES,COMISION BANCARIA,0.0,0.0,0
1344,2022-06-01,937520,"BEBIDAS PURIFICADAS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,ALIMENTOS,80.0,0.0,80
1345,2022-06-01,1092957089,BANCO MERCANTIL DEL NORTE SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO BANORTE,SERVICIOS BANCARIOS,COMISION BANCARIA,21976.13,829.51,22805.64
1346,2022-06-01,1322008,EFECTIVALE S. de R.L. de C.V.,CONSUMOS DE COMBUSTIBLE DE MONEDEROS ELECTRONICOS,GASOLINA,12373.2,0.0,12373.2
1347,2022-07-01,33,Aesa Articulos Electricos S.A de C.V,Pago,COMPRAS,0.0,0.0,0
1348,2022-07-01,33,Aesa Articulos Electricos S.A de C.V,Pago,COMPRAS,0.0,0.0,0
1349,2022-07-01,41,Aesa Articulos Electricos S.A de C.V,Pago,COMPRAS,0.0,0.0,0
1350,2022-07-01,41,Aesa Articulos Electricos S.A de C.V,Pago,COMPRAS,0.0,0.0,0
1351,2022-07-01,49695584,Autotransportes de Carga Tresguerras S.A de C.V.,Pago,PAQUETERIA,0.0,0.0,0
1352,2022-07-01,0001010100750847116902,"BANCO NACIONAL DE MEXICO, S.A.",COMISION COBRADA,COMISION BANCARIA,490.0,78.4,568.4
1353,2022-07-01,007817297284,"BANCO NACIONAL DE MEXICO, S.A.",Servicios de Facturación,COMISION BANCARIA,0.0,0.0,0
1354,2022-07-01,426057,"ELECTRONICA ZARAGOZA, S.DE R.L.",-ADAPTADOR JACK 3.5MM A PLUG 2.5MM ESTEREO DORADO,MTTO COMPUTO,180.17,28.83,209
1355,2022-07-01,XXXX,CARLOS LASTRA FALLAS,CURSO EL PODER DEL PROPOSITO,CAPACITACION,6000.0,960.0,6960
1356,2022-07-01,1489,MARISOL MENDOZA CHAVEZ,Pago,COMPRAS,0.0,0.0,0
1357,2022-07-01,585,NOVATEL MEXICANA SA DE CV,Pago,COMPRAS,0.0,0.0,0
1358,2022-07-01,36600,TERMOELEMENTOS INDUSTRIALES,"CABLE PARA TERMOPAR TIPO ""T"" CAL.20 FORRO FIBRA DE VIDRIO CON MALLA INOX",COMPRAS,2665.0,426.4,3091.4
1359,2022-07-01,3772,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,Pago,COMPRAS,0.0,0.0,0
1360,2022-07-01,142400,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,ZAPATA  A INOX 900-28-10 OJILLO 3/16 CAL 10-12,COMPRAS,12658.98,2025.44,14684.42
1361,2022-07-01,XXXX,CARLOS LASTRA FALLAS,CURSO CONSTRUYENDO CATEDRALES,CAPACITACION,6000.0,960.0,6960
1362,2022-07-01,30596,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,0.0,0.0,0
1363,2022-07-01,12,INGE MARIA DEL CARMEN DE ROSENZWEIG FERNANDEZ,SERVICIOS DE CONSULTORIA Y COACHING DEL MES DE JULIO 2022,CAPACITACION,4543.1,726.9,5213.21
1364,2022-07-01,85817903,"SEGUROS BANORTE SA DE CV, GRUPO FINANCIERO BANORTE",PRIMA. RECIBO:57888069,SEGUROS,1717.25,0.0,1717.25
1365,2022-07-01,312516,BEPENSA LEASING S.A. DE C.V.,AA RENTA EXIGIBLE CL0000006876 24/36 de 03/06/2022 a 02/07/2022,ARRENDAMIENTO FINANCIERO,5551.38,888.22,6439.6
1366,2022-07-01,312517,BEPENSA LEASING S.A. DE C.V.,AA RENTA EXIGIBLE CL0000006877 24/36 de 03/06/2022 a 02/07/2022,ARRENDAMIENTO FINANCIERO,5551.98,888.32,6440.299999999999
1367,2022-07-01,420220601898904,"INTERCAM BANCO S.A., INSTITUCION DE BANCA MULTIPLE, INTERCAM GRUPO FINANCIERO",COMISIÓN POR TIMBRADO FISCAL,COMISION BANCARIA,0.0,0.0,0
1368,2022-07-01,420220601898904,"INTERCAM BANCO S.A., INSTITUCION DE BANCA MULTIPLE, INTERCAM GRUPO FINANCIERO",COMISION POR TIMBRADO FISCAL,COMISION BANCARIA,0.0,0.0,0
1369,2022-07-01,651,IGNACIO ROJAS GOMEZ,"ALICANTES DE ALAMBRE DE SEGURIDAD PARA CARTUCHO DE 6"" Y 9""",COMPRAS,3047.0,487.52,3534.52
1370,2022-07-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,SUSCRIPCION NETFLIX,TELEFONO,2498.35,399.74,2898.09
1371,2022-07-01,6342,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0
1372,2022-07-01,3643,DELIVERYMAIL,Servicio de Mensajeria Nacional  ECONOMY,PAQUETERIA,609.51,97.52,707.03
1373,2022-07-01,570323,HOME DEPOT MEXICO S. DE R.L. DE C.V.,TRAMPA C/REG SAL. CORRUG. LAV/FREG,MTTO OFICINA ,77.15,12.34,89.49000000000001
1374,2022-07-01,22022060028311,"INTERCAM FONDOS, S.A. DE C.V. SOCIEDAD OPERADORA DE FONDOS DE INVERSION INTERCAM GRUPO FINANCIERO",Comisiones y Otros Cargos,COMISION BANCARIA,0.0,0.0,0
1375,2022-07-01,1522,"""J&M INTERCOPY""",Pago,MTTO COMPUTO,0.0,0.0,0
1376,2022-07-01,60623,MR MULTISERVICIOS INDUSTRIALES SA DE CV,LAMINA AC INOX T-304 4' X 10' CAL-18,COMPRAS,5585.0,893.6,6478.6
1377,2022-07-01,147173,"TRATAMIENTOS TERMICOS DE QUERETARO, S.A. DE C.V.",TEMPLE Y REVENIDO 1000° CM,COMPRAS,258.63,41.38,300.01
1378,2022-07-01,85179,Aesa Articulos Electricos S.A de C.V,PERLA (568),COMPRAS,2042.5,326.8,2369.3
1379,2022-07-01,2154,PAULINO ARREDONDO CARDENAS,CONCRETO ALUKON CA.60 BULTOS DE 25KGS. C/U,COMPRAS,910.0,145.6,1055.6
1380,2022-07-01,20218110,ADT Private Security Services de México S.A. de C.V.,Monitoreo Dual Com Ret,MONITOREO CAMARAS ADT,1326.98,212.32,1539.3
1381,2022-07-01,33784465,ADT Private Security Services de México S.A. de C.V.,Pago,MONITOREO CAMARAS ADT,0.0,0.0,0
1382,2022-07-01,179689,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0
1383,2022-07-01,179690,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0
1384,2022-07-01,4419050,"COSTCO DE MEXICO, S.A. DE C.V.",ORGANICA 454 G ESPINACA,NO DEDUCIBLE,0.0,0.0,0
1385,2022-07-01,4419053,"COSTCO DE MEXICO, S.A. DE C.V.",AMARILLO DE 14K ARETES DE ORO,NO DEDUCIBLE,0.0,0.0,0
1386,2022-07-01,157070,COEL S.A. DE C.V.,Toma de corriente duplex 2P+Tierra sin chasis ni placa 15A grafito,COMPRAS,4631.48,741.04,5372.5199999999995
1387,2022-07-01,213,JORGE LUIS GARCIA TRUJILLO,Pago,COMPRAS,0.0,0.0,0
1388,2022-07-01,99250,POTENCIA FLUIDA,"TUBO AC NEGRO S/COST A53/106-B C40 1/2""",COMPRAS,818.96,131.03,949.99
1389,2022-07-01,17230,"TUVASUR DEL BAJIO, S.A. DE C.V.","CODO A/INOX ROSC 304 150# 1/2"" X 90°",COMPRAS,850.0,136.0,986
1390,2022-07-01,767887,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-BANCO Mensual 1 Usr(s),MTTO COMPUTO,284.0,45.44,329.44
1391,2022-07-01,56440,JORGE LUIS GARCIA TRUJILLO,Rond.Plana Inox.18-8 1/4,COMPRAS,3191.38,510.62,3702
1392,2022-07-01,206189,GRUPO NACIONAL PROVINCIAL S A B,PRIMA NETA SEGURO DE AUTOS,SEGUROS,4041.82,646.69,4688.51
1393,2022-07-01,676,INGENIERIA EN SISTEMAS AUTOMATIZADOS E INSTRUMENTACION,Pago,COMPRAS,0.0,0.0,0
1394,2022-07-01,814,EDUARDO ROBERTO LOYOLA JUAREZ,PLAYERA TIPO POLO CON TRES BORDADOS CHICOS,UNIFORMES,735.0,117.6,852.6
1395,2022-07-01,2442,JOSE ISMAEL MANCILLA COLUNGA,S CONTABLE MES  JUNIO 2022,HONORARIOS CONTABLES,5349.66,855.95,5100.009999999999
1396,2022-07-01,7789,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 9.5  M3 .,COMPRAS,560.35,89.66,650.01
1397,2022-07-01,85254,Aesa Articulos Electricos S.A de C.V,OXIDO DE MAGNESIO (BAJA),COMPRAS,3900.0,624.0,4524
1398,2022-07-01,7053,ASESORIA Y CONSULTORIA PENDRILD,SERVICIOS LEGALES SOBRE DERECHO LABORAL,HONORARIOS JURIDICOS,2411.4,385.82,2797.2200000000003
1399,2022-07-01,771086,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-NOI Mensual 1 Usr(s),MTTO COMPUTO,378.0,60.48,438.48
1400,2022-07-01,7979,ASOCIACION DE TRABAJADORES A LA VANGUARDIA,ADMINISTRACION DE PROGRAMA DE COMPETITIVIDAD CON NUMERO DE FOLIO  CALOR/PEPCE/ATVANGUARDIA/123/2021,COMISION MIXTA,24113.99,0.0,24113.99
1401,2022-07-01,26562,CALEFACCION ELECTRICA,CERAMICA HEMBRA IMPORTADA,COMPRAS,954.0,152.64,1106.6399999999999
1402,2022-07-01,6008,C.E. FIRE S.A. DE C.V.,"COLCHA DE FIBRA DE CERAMICA 2""X24""X300"" DEN 8 PARA 2300F",COMPRAS,6579.18,1052.67,7631.85
1403,2022-07-01,4420694,"COSTCO DE MEXICO, S.A. DE C.V.",QUESO MONTEREY JACK 907 G KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0
1404,2022-07-01,3271,FRANCISCO DORANTES ANGELES,Sensor de Proximidad Inductivo LJ8A3-2-Z/AX-5V,COMPRAS,327.58,52.42,380
1405,2022-07-01,128808,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,RECOLECCION A DOMICILIO,PAQUETERIA,1043.28,166.92,1210.2
1406,2022-07-01,2742,"PRODUCTOS POLIMEX, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0
1407,2022-07-01,76025182,OFFICE DEPOT DE MEXICO SA DE CV,ETIQ PAPEL AUTOADHERIBLE AM,PAPELERIA,214.66,34.34,249
1408,2022-07-01,142840,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,TUBO A INOX CEIV 3/16X304L-020,COMPRAS,12745.02,2039.2,14784.220000000001
1409,2022-07-01,776781,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-COI Mensual 1 Usr(s),MTTO COMPUTO,333.0,53.28,386.28
1410,2022-07-01,2393,"ASOCIACION DE MIPYMES INDUSTRIALES DE QUERETARO, A.C.",Cuota Asamblea Socios julio 2022,CAPACITACION,350.0,0.0,350
1411,2022-07-01,356,JOSÉ ARMANDO GARCÍA PEÑA,Perla de Vidrio ML 30/60,COMPRAS,937.25,149.96,1087.21
1412,2022-07-01,60837,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"PLACA AC A36 1/4""",COMPRAS,140.0,22.4,162.4
1413,2022-07-01,74315,NOVATEL MEXICANA SA DE CV,"NOVAFLON 0.005"" C/A STD SILICONADO L/CH",COMPRAS,7530.0,1204.8,8734.8
1414,2022-07-01,158311,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,331.88,53.1,384.98
1415,2022-07-01,655,IGNACIO ROJAS GOMEZ,Bolsa para maquina de Sanblasteo power,COMPRAS,1379.31,220.69,1600
1416,2022-07-01,17298,"TUVASUR DEL BAJIO, S.A. DE C.V.","BRIDA CIEGA A/C 300# 6""",COMPRAS,3442.0,550.72,3992.7200000000003
1417,2022-07-01,142726,WILCON INGENIERIA Y DIBUJO,PAPEL BOND T/CARTA CAJA  C/5000,COMPRAS,1721.8,275.49,1997.29
1418,2022-07-01,85374,Aesa Articulos Electricos S.A de C.V,RESISTENCIA  MUFLA THERMOLYNE 10 X 10 X 10 CM 1500W 127V,COMPRAS,4200.0,672.0,4872
1419,2022-07-01,7568,La Casa del Control SA de CV,ZUMBADOR CON LED ROJO INTERMIT 127AC/DC,COMPRAS,88.9,14.22,103.12
1420,2022-07-01,6023,C.E. FIRE S.A. DE C.V.,"Papel de fibra cerámica de 1/8"" ",COMPRAS,5601.77,896.28,6498.05
1421,2022-07-01,7364,COMERCIALIZADORA INDUSTRIAL MARR,CONTROL DIGITAL DE TEPERATURA 48X48MM,COMPRAS,4825.0,772.0,5597
1422,2022-07-01,12231,DH4 COMERCIALIZADORA SA DE CV,COMISION DEL 4% EN LA INTERMEDIACION MERCANTIL POR LA COLOCACION DE DIVERSAS RESISTENCIAS ELECTRICAS A VARIOS CLIENTES DURANTE EL PERIODO DE JUNIO DE 2022,SUELDOS DIRECCION,35885.78,5741.72,41627.5
1423,2022-07-01,104010,ELMEX ILUMINACION QUERETARO SA DE CV,ARB. AACHEN III LED 8W 3000K NEGRO,MTTO OFICINA ,1308.72,209.4,1518.1200000000001
1424,2022-07-01,573309,HOME DEPOT MEXICO S. DE R.L. DE C.V.,SANITARIO 1 PZA RAVELLO BLANCO GB,MTTO OFICINA ,1723.28,275.72,1999
